transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
386,2023-07-19,06:19:00,28,Female,37,Clothing,4,25,6.75,100
387,2023-08-04,11:38:00,8,Male,19,Electronics,2,500,230,1000
388,2023-09-11,07:48:00,144,Male,19,Electronics,2,500,210,1000
389,2023-06-30,11:07:00,24,Female,60,Clothing,4,25,13.25,100
390,2023-05-04,11:52:00,151,Male,36,Clothing,3,300,135,900
391,2023-05-05,09:33:00,109,Male,54,Clothing,3,25,13.25,75
392,2023-02-16,11:02:00,96,Female,60,Clothing,4,25,11.25,100
393,2023-08-10,09:39:00,142,Male,36,Clothing,3,300,147,900
394,2023-01-16,10:18:00,53,Male,54,Clothing,3,25,7.75,75
395,2023-10-22,11:54:00,21,Female,57,Clothing,4,30,13.5,120
396,2023-12-01,09:22:00,35,Male,51,Clothing,3,500,160,1500
397,2023-01-20,11:29:00,1,Female,57,Clothing,4,30,9.9,120
398,2023-09-16,11:53:00,112,Male,51,Clothing,3,500,265,1500
399,2023-06-09,06:08:00,75,Female,39,Electronics,1,30,8.1,30
400,2023-04-28,09:58:00,39,Female,57,Clothing,2,25,6.5,50
401,2023-07-27,09:29:00,22,Female,39,Electronics,1,30,9,30
402,2023-01-06,06:14:00,48,Female,57,Clothing,2,25,12,50
403,2023-12-26,08:59:00,25,Male,44,Electronics,2,300,141,600
404,2023-01-25,10:02:00,23,Female,31,Electronics,4,25,12.5,100
405,2023-08-16,06:32:00,133,Male,23,Clothing,4,300,87,1200
406,2023-03-01,09:35:00,132,Male,25,Clothing,3,50,24,150
407,2023-01-22,08:08:00,14,Female,35,Beauty,3,300,165,900
408,2023-07-02,08:41:00,93,Male,44,Electronics,2,300,81,600
409,2023-06-02,06:38:00,103,Female,31,Electronics,4,25,11.5,100
410,2023-12-07,07:04:00,33,Male,23,Clothing,4,300,81,1200
411,2023-03-02,10:24:00,119,Male,25,Clothing,3,50,15.5,150
412,2023-06-14,10:13:00,61,Female,35,Beauty,3,300,102,900
413,2023-02-25,11:39:00,147,Male,38,Beauty,4,50,26,200
414,2023-12-16,10:03:00,11,Female,55,Beauty,3,500,140,1500
415,2023-07-12,08:45:00,63,Female,41,Clothing,2,300,135,600
416,2023-05-23,07:12:00,122,Male,28,Clothing,4,300,75,1200
417,2023-12-30,09:09:00,11,Male,38,Beauty,4,50,20.5,200
418,2023-06-04,09:22:00,10,Female,55,Beauty,3,500,170,1500
419,2023-06-24,06:47:00,110,Female,41,Clothing,2,300,156,600
420,2023-11-10,06:46:00,13,Male,28,Clothing,4,300,144,1200
421,2023-07-01,06:58:00,104,Male,64,Beauty,2,500,195,1000
422,2023-10-29,06:56:00,9,Male,39,Beauty,2,50,27,100
423,2023-03-24,08:53:00,64,Female,46,Beauty,3,30,7.8,90
424,2023-09-03,08:44:00,51,Male,60,Clothing,1,50,13,50
425,2023-07-27,09:58:00,16,Female,53,Clothing,3,50,19,150
426,2023-06-29,11:06:00,30,Male,64,Beauty,2,500,160,1000
427,2023-12-10,07:49:00,60,Male,39,Beauty,2,50,24.5,100
428,2023-09-06,09:13:00,68,Female,46,Beauty,3,30,14.1,90
429,2023-08-19,10:10:00,22,Male,60,Clothing,1,50,21.5,50
430,2023-08-31,11:59:00,41,Female,53,Clothing,3,50,15.5,150
431,2023-12-24,07:40:00,33,Female,50,Electronics,2,50,21,100
432,2023-04-27,10:56:00,127,Male,49,Clothing,4,50,26.5,200
433,2023-03-08,10:21:00,136,Male,32,Clothing,3,50,13,150
434,2023-05-09,06:15:00,60,Female,21,Beauty,3,500,230,1500
435,2023-04-12,06:52:00,32,Female,50,Electronics,2,50,19,100
436,2023-10-16,11:59:00,27,Male,49,Clothing,4,50,14.5,200
437,2023-06-25,10:34:00,30,Male,32,Clothing,3,50,13,150
438,2023-07-22,11:26:00,50,Female,21,Beauty,3,500,150,1500
439,2023-03-24,08:40:00,30,Male,45,Beauty,2,50,26.5,100
440,2023-12-13,08:11:00,137,Male,23,Electronics,3,50,12.5,150
441,2023-02-20,09:19:00,89,Male,45,Beauty,2,50,15,100
442,2023-12-12,11:32:00,114,Male,23,Electronics,3,50,25,150
443,2023-09-09,07:33:00,70,Female,22,Electronics,2,50,14.5,100
444,2023-04-14,06:31:00,152,Female,55,Electronics,1,500,235,500
445,2023-07-18,10:33:00,21,Female,18,Beauty,2,500,265,1000
446,2023-11-07,08:46:00,47,Female,40,Clothing,1,25,11.25,25
447,2023-07-14,11:09:00,99,Female,22,Electronics,2,50,15,100
448,2023-07-15,08:46:00,139,Female,55,Electronics,1,500,235,500
449,2023-05-01,08:43:00,63,Female,18,Beauty,2,500,180,1000
450,2023-11-02,11:04:00,13,Female,40,Clothing,1,25,11.75,25
451,2023-01-25,06:24:00,61,Female,34,Clothing,4,300,120,1200
452,2023-07-30,10:58:00,104,Male,30,Clothing,4,30,9.6,120
453,2023-07-31,09:56:00,140,Male,34,Electronics,2,50,18.5,100
454,2023-11-13,06:56:00,89,Female,34,Clothing,4,300,144,1200
455,2023-09-24,09:58:00,70,Male,30,Clothing,4,30,10.5,120
456,2023-06-10,08:36:00,2,Male,34,Electronics,2,50,17,100
457,2023-10-09,09:24:00,89,Female,23,Clothing,3,30,15.3,90
458,2023-06-26,07:59:00,14,Male,27,Beauty,1,500,125,500
459,2023-01-24,11:24:00,8,Female,23,Clothing,3,30,10.5,90
460,2023-08-23,07:26:00,44,Male,27,Beauty,1,500,230,500
461,2023-12-12,10:29:00,14,Male,60,Clothing,2,50,23,100
462,2023-07-28,11:54:00,26,Male,60,Clothing,2,50,22.5,100
463,2023-02-16,08:31:00,122,Male,56,Clothing,1,500,185,500
464,2023-09-14,07:00:00,6,Male,56,Clothing,1,500,155,500
465,2023-01-09,07:41:00,145,Female,56,Clothing,4,50,19.5,200
466,2023-08-21,10:48:00,63,Female,56,Clothing,4,50,25.5,200
467,2023-03-20,06:17:00,106,Male,24,Clothing,4,300,81,1200
468,2023-01-29,08:46:00,42,Male,24,Clothing,4,300,99,1200
469,2023-08-26,10:04:00,71,Male,63,Electronics,4,300,132,1200
470,2023-02-13,06:28:00,61,Female,39,Beauty,4,300,120,1200
471,2023-11-22,07:18:00,30,Male,33,Beauty,4,500,195,2000
472,2023-11-13,10:42:00,124,Male,63,Electronics,4,300,114,1200
473,2023-08-23,11:37:00,135,Female,39,Beauty,4,300,105,1200
474,2023-02-12,10:48:00,109,Male,33,Beauty,4,500,210,2000
475,2023-01-28,11:42:00,32,Male,34,Clothing,4,500,225,2000
476,2023-02-22,11:52:00,40,Female,43,Electronics,3,50,15.5,150
477,2023-07-22,11:00:00,31,Male,43,Electronics,3,50,22.5,150
478,2023-10-01,06:27:00,96,Male,58,Beauty,1,300,111,300
479,2023-07-19,07:45:00,65,Male,34,Clothing,4,500,245,2000
480,2023-04-17,09:36:00,131,Female,43,Electronics,3,50,26,150
481,2023-04-08,08:30:00,152,Male,43,Electronics,3,50,18,150
482,2023-08-29,06:07:00,26,Male,58,Beauty,1,300,102,300
483,2023-11-17,09:35:00,76,Female,37,Clothing,3,500,240,1500
484,2023-07-02,07:19:00,37,Female,42,Clothing,2,30,12,60
485,2023-11-26,06:55:00,13,Female,56,Beauty,2,30,14.7,60
486,2023-08-24,09:15:00,116,Female,37,Clothing,3,500,255,1500
487,2023-12-28,07:29:00,4,Female,42,Clothing,2,30,10.8,60
488,2023-04-14,06:53:00,102,Female,56,Beauty,2,30,12.9,60
489,2023-01-09,06:43:00,24,Male,41,Electronics,3,300,99,900
490,2023-11-05,10:20:00,54,Female,35,Clothing,4,300,90,1200
491,2023-12-22,06:11:00,81,Male,41,Electronics,3,300,105,900
492,2023-07-29,06:39:00,93,Female,35,Clothing,4,300,75,1200
493,2023-04-24,11:28:00,138,Male,58,Electronics,4,300,105,1200
494,2023-12-04,10:02:00,146,Male,58,Electronics,4,300,123,1200
495,2023-10-15,11:44:00,19,Male,48,Clothing,1,30,14.7,30
496,2023-03-05,11:34:00,2,Male,43,Clothing,2,500,260,1000
497,2023-10-15,07:37:00,1,Male,52,Clothing,4,30,7.8,120
498,2023-08-20,08:54:00,3,Female,47,Clothing,4,25,9.25,100
499,2023-01-10,08:42:00,2,Female,18,Electronics,4,300,162,1200
500,2023-01-20,07:08:00,4,Male,48,Clothing,1,30,7.8,30
501,2023-03-02,08:48:00,5,Male,43,Clothing,2,500,250,1000
502,2023-05-23,10:26:00,2,Male,52,Clothing,4,30,16.2,120
503,2023-02-21,08:46:00,2,Female,47,Clothing,4,25,6.75,100
504,2023-07-28,07:14:00,5,Female,18,Electronics,4,300,123,1200
505,2023-07-07,11:47:00,4,Male,21,Beauty,4,50,20,200
506,2023-04-14,07:12:00,4,Female,23,Clothing,2,500,150,1000
507,2023-12-02,09:47:00,4,Female,35,Electronics,1,25,6.5,25
508,2023-04-14,07:00:00,4,Female,51,Clothing,2,30,15.6,60
509,2023-12-11,11:25:00,4,Male,37,Electronics,3,300,165,900
510,2023-09-13,11:39:00,1,Male,20,Electronics,1,50,24,50
511,2023-09-18,07:56:00,3,Male,21,Beauty,4,50,12.5,200
512,2023-10-06,09:01:00,2,Female,23,Clothing,2,500,185,1000
513,2023-11-22,08:58:00,4,Female,35,Electronics,1,25,8.75,25
514,2023-01-13,08:15:00,1,Female,51,Clothing,2,30,12.6,60
515,2023-07-26,11:51:00,1,Male,37,Electronics,3,300,147,900
516,2023-10-01,07:22:00,3,Male,20,Electronics,1,50,23.5,50
517,2023-06-05,09:23:00,5,Male,19,Clothing,1,30,13.2,30
518,2023-08-02,06:38:00,2,Male,31,Electronics,1,30,12,30
519,2023-09-14,11:48:00,1,Male,19,Clothing,1,30,13.5,30
520,2023-11-29,11:05:00,4,Male,31,Electronics,1,30,8.4,30
521,2023-04-21,11:35:00,1,Male,57,Clothing,2,25,11.5,50
522,2023-09-29,08:30:00,1,Male,57,Clothing,2,25,11.75,50
523,2023-09-28,07:05:00,4,Female,35,Clothing,4,30,14.7,120
524,2023-11-15,06:07:00,2,Female,39,Beauty,1,300,126,300
525,2023-07-08,07:11:00,5,Female,36,Beauty,2,500,145,1000
526,2023-11-06,09:04:00,2,Female,40,Clothing,2,25,6.5,50
527,2023-04-01,10:22:00,1,Male,47,Electronics,4,30,8.4,120
528,2023-05-23,08:40:00,5,Female,35,Clothing,4,30,8.1,120
529,2023-05-17,06:55:00,2,Female,39,Beauty,1,300,132,300
530,2023-07-01,06:30:00,5,Female,36,Beauty,2,500,145,1000
531,2023-03-09,06:48:00,2,Female,40,Clothing,2,25,8,50
532,2023-03-31,06:38:00,4,Male,47,Electronics,4,30,10.8,120
533,2023-10-07,08:50:00,2,Male,37,Electronics,4,50,19,200
534,2023-07-24,11:13:00,3,Female,58,Clothing,2,30,8.1,60
535,2023-08-14,07:30:00,3,Male,54,Beauty,2,50,17,100
536,2023-03-10,10:02:00,5,Male,37,Electronics,4,50,12.5,200
537,2023-08-31,09:18:00,1,Female,58,Clothing,2,30,13.5,60
538,2023-09-28,10:38:00,4,Male,54,Beauty,2,50,21,100
539,2023-12-16,07:58:00,5,Female,49,Beauty,4,50,24.5,200
540,2023-12-22,08:18:00,4,Female,64,Beauty,1,500,140,500
541,2023-09-17,09:34:00,5,Female,49,Beauty,4,50,26.5,200
542,2023-08-28,08:17:00,2,Female,64,Beauty,1,500,250,500
543,2023-03-30,11:10:00,2,Female,38,Clothing,1,300,84,300
544,2023-11-22,09:21:00,1,Female,38,Clothing,1,300,123,300
545,2023-08-04,10:13:00,4,Male,62,Beauty,1,25,13.25,25
546,2023-02-23,08:28:00,4,Male,62,Beauty,1,25,12.25,25
547,2023-04-13,10:15:00,1,Male,34,Beauty,1,300,96,300
548,2023-04-01,11:50:00,3,Female,22,Beauty,4,25,11,100
549,2023-12-01,06:35:00,2,Female,59,Beauty,2,25,11,50
550,2023-11-09,09:26:00,3,Male,54,Electronics,2,25,7.25,50
551,2023-08-21,06:45:00,1,Male,34,Beauty,1,300,117,300
552,2023-06-22,08:45:00,2,Female,22,Beauty,4,25,10,100
553,2023-07-16,08:52:00,1,Female,59,Beauty,2,25,10.25,50
554,2023-11-26,10:21:00,5,Male,54,Electronics,2,25,12.75,50
555,2023-01-24,09:38:00,5,Female,27,Beauty,3,25,13.5,75
556,2023-04-15,09:45:00,5,Female,34,Electronics,3,500,130,1500
557,2023-08-06,08:34:00,3,Female,42,Beauty,2,25,10.25,50
558,2023-06-14,06:56:00,3,Male,61,Clothing,3,50,20,150
559,2023-06-21,06:32:00,2,Female,22,Clothing,1,50,27.5,50
560,2023-11-27,11:47:00,2,Female,40,Clothing,3,300,84,900
561,2023-07-08,10:27:00,1,Female,27,Beauty,3,25,10,75
562,2023-04-30,21:34:00,2,Female,34,Electronics,3,500,185,1500
563,2023-06-30,21:48:00,3,Female,42,Beauty,2,25,10,50
564,2023-09-15,20:53:00,4,Male,61,Clothing,3,50,17,150
565,2023-02-13,17:19:00,3,Female,22,Clothing,1,50,23.5,50
566,2023-03-05,19:34:00,4,Female,40,Clothing,3,300,126,900
567,2023-12-07,20:05:00,4,Female,48,Electronics,2,25,13.25,50
568,2023-10-05,19:05:00,3,Male,27,Beauty,4,300,84,1200
569,2023-10-27,17:45:00,4,Female,59,Beauty,3,25,7.75,75
570,2023-12-13,18:33:00,5,Male,31,Clothing,4,500,185,2000
571,2023-10-03,22:49:00,1,Male,57,Clothing,1,50,19,50
572,2023-04-26,22:54:00,3,Female,48,Electronics,2,25,11.5,50
573,2023-05-02,19:51:00,1,Male,27,Beauty,4,300,120,1200
574,2023-03-23,22:03:00,3,Female,59,Beauty,3,25,8.25,75
575,2023-06-18,22:20:00,1,Male,31,Clothing,4,500,175,2000
576,2023-11-01,19:38:00,4,Male,57,Clothing,1,50,14,50
577,2023-07-11,22:44:00,5,Male,23,Clothing,4,30,8.7,120
578,2023-04-29,18:52:00,1,Male,49,Electronics,1,50,17,50
579,2023-12-03,20:01:00,1,Male,23,Clothing,4,30,13.8,120
580,2023-02-25,17:04:00,3,Male,49,Electronics,1,50,22.5,50
581,2023-02-25,21:08:00,3,Female,27,Clothing,4,25,13,100
582,2023-02-01,17:25:00,3,Female,48,Clothing,2,25,13.75,50
583,2023-11-27,20:07:00,1,Female,58,Clothing,3,25,6.75,75
584,2023-09-05,18:41:00,2,Female,27,Clothing,4,25,12,100
585,2023-07-21,17:11:00,1,Female,48,Clothing,2,25,11.75,50
586,2023-05-23,21:47:00,2,Female,58,Clothing,3,25,8,75
587,2023-12-11,22:34:00,3,Female,43,Beauty,1,500,150,500
588,2023-04-09,19:41:00,1,Female,55,Beauty,2,50,19.5,100
589,2023-04-17,17:42:00,1,Female,21,Beauty,2,300,75,600
590,2023-03-26,17:44:00,5,Male,54,Beauty,1,25,12.5,25
591,2023-05-08,17:23:00,2,Female,52,Clothing,3,30,11.4,90
592,2023-05-12,21:09:00,5,Female,51,Clothing,3,30,14.7,90
593,2023-06-08,17:12:00,1,Male,41,Beauty,3,500,270,1500
594,2023-03-09,18:09:00,1,Female,43,Beauty,1,500,250,500
595,2023-07-06,22:34:00,3,Female,55,Beauty,2,50,19.5,100
596,2023-09-08,21:46:00,1,Female,21,Beauty,2,300,156,600
597,2023-12-04,21:24:00,1,Male,54,Beauty,1,25,13.25,25
598,2023-12-14,21:58:00,4,Female,52,Clothing,3,30,9.9,90
599,2023-01-07,20:01:00,1,Female,51,Clothing,3,30,13.5,90
600,2023-02-20,18:21:00,1,Male,41,Beauty,3,500,130,1500
601,2023-12-03,17:24:00,3,Male,43,Clothing,4,30,16.2,120
602,2023-11-12,22:40:00,4,Female,30,Electronics,2,25,11.25,50
603,2023-01-08,21:59:00,3,Male,43,Clothing,4,30,15.6,120
604,2023-05-26,22:33:00,4,Female,30,Electronics,2,25,10,50
605,2023-11-15,22:16:00,2,Female,45,Beauty,1,30,15,30
606,2023-02-06,17:25:00,2,Male,55,Clothing,1,30,8.4,30
607,2023-02-05,18:24:00,5,Male,41,Clothing,2,50,26,100
608,2023-10-29,19:23:00,2,Female,45,Beauty,1,30,14.1,30
609,2023-03-05,19:53:00,1,Male,55,Clothing,1,30,8.7,30
610,2023-11-12,21:33:00,1,Male,41,Clothing,2,50,16,100
611,2023-01-07,18:56:00,4,Male,51,Clothing,4,30,10.5,120
612,2023-10-18,17:54:00,5,Male,38,Electronics,2,30,13.8,60
613,2023-07-02,17:58:00,1,Male,45,Beauty,3,30,12.6,90
614,2023-09-17,18:15:00,3,Male,51,Clothing,4,30,11.1,120
615,2023-06-25,21:29:00,4,Male,38,Electronics,2,30,13.2,60
616,2023-05-15,17:34:00,3,Male,45,Beauty,3,30,10.2,90
617,2023-06-18,22:49:00,3,Female,45,Electronics,1,30,9,30
618,2023-08-12,18:57:00,3,Female,28,Clothing,4,300,141,1200
619,2023-07-27,22:14:00,3,Female,51,Beauty,4,50,14,200
620,2023-10-06,18:11:00,4,Female,45,Electronics,1,30,8.4,30
621,2023-02-10,22:22:00,1,Female,28,Clothing,4,300,114,1200
622,2023-07-27,21:44:00,5,Female,51,Beauty,4,50,19,200
623,2023-04-17,21:34:00,5,Female,47,Beauty,2,25,7.25,50
624,2023-04-03,20:26:00,4,Female,59,Electronics,2,30,10.8,60
625,2023-04-01,22:18:00,5,Female,54,Clothing,1,25,6.5,25
626,2023-08-21,18:04:00,5,Female,47,Beauty,2,25,6.5,50
627,2023-06-24,21:37:00,5,Female,59,Electronics,2,30,11.4,60
628,2023-08-09,18:19:00,4,Female,54,Clothing,1,25,8.75,25
629,2023-07-29,18:46:00,2,Female,38,Beauty,2,500,270,1000
630,2023-02-18,20:31:00,1,Female,26,Clothing,2,30,7.5,60
631,2023-11-08,18:45:00,1,Female,30,Clothing,3,300,165,900
632,2023-09-23,20:27:00,2,Female,38,Beauty,2,500,160,1000
633,2023-07-09,21:45:00,2,Female,26,Clothing,2,30,11.4,60
634,2023-05-26,18:18:00,2,Female,30,Clothing,3,300,129,900
635,2023-09-06,19:13:00,5,Female,47,Electronics,2,25,12.5,50
636,2023-11-14,22:44:00,1,Female,56,Beauty,3,25,8.5,75
637,2023-03-04,22:38:00,4,Female,41,Clothing,1,30,9.9,30
638,2023-07-06,19:13:00,4,Female,47,Electronics,2,25,13,50
639,2023-10-13,19:05:00,2,Female,56,Beauty,3,25,6.75,75
640,2023-12-10,22:18:00,5,Female,41,Clothing,1,30,14.7,30
641,2023-08-22,17:56:00,1,Male,38,Clothing,1,500,275,500
642,2023-06-06,21:49:00,3,Female,24,Clothing,1,25,13.75,25
643,2023-10-31,17:05:00,4,Female,34,Beauty,2,50,20.5,100
644,2023-07-21,19:56:00,2,Male,38,Clothing,1,500,225,500
645,2023-10-05,20:00:00,2,Female,24,Clothing,1,25,7.25,25
646,2023-11-16,20:00:00,2,Female,34,Beauty,2,50,20.5,100
647,2023-10-01,18:28:00,1,Male,21,Clothing,1,25,8,25
648,2023-05-27,19:04:00,4,Male,50,Electronics,3,30,9.6,90
649,2023-05-01,23:00:00,2,Male,40,Beauty,1,50,19,50
650,2023-11-27,18:32:00,5,Male,21,Clothing,1,25,11.25,25
651,2023-07-01,18:52:00,3,Male,50,Electronics,3,30,14.1,90
652,2023-01-25,19:42:00,4,Male,40,Beauty,1,50,22,50
653,2023-08-31,18:50:00,3,Male,40,Clothing,3,25,8.5,75
654,2023-05-18,18:57:00,4,Female,40,Electronics,3,25,7.5,75
655,2023-05-26,21:02:00,3,Male,38,Clothing,3,30,13.5,90
656,2023-07-26,20:33:00,2,Male,42,Beauty,1,30,8.4,30
657,2023-12-28,18:39:00,3,Male,47,Beauty,1,30,11.7,30
658,2023-06-04,22:43:00,2,Male,40,Clothing,3,25,10.75,75
659,2023-03-20,19:14:00,3,Female,40,Electronics,3,25,11.5,75
660,2023-01-18,19:43:00,1,Male,38,Clothing,3,30,15.6,90
661,2023-05-07,19:55:00,2,Male,42,Beauty,1,30,9,30
662,2023-02-19,20:20:00,3,Male,47,Beauty,1,30,12.9,30
663,2023-01-25,17:56:00,2,Female,60,Beauty,3,30,10.5,90
664,2023-06-25,19:33:00,5,Male,32,Clothing,2,25,12.5,50
665,2023-05-14,22:29:00,3,Male,21,Beauty,2,500,155,1000
666,2023-09-29,21:00:00,4,Female,60,Beauty,3,30,10.8,90
667,2023-07-21,22:42:00,1,Male,32,Clothing,2,25,12,50
668,2023-05-29,18:39:00,2,Male,21,Beauty,2,500,190,1000
669,2023-05-05,17:37:00,1,Male,54,Electronics,1,300,84,300
670,2023-06-13,20:19:00,2,Male,22,Electronics,1,50,19.5,50
671,2023-05-15,19:19:00,3,Female,56,Electronics,2,500,155,1000
672,2023-02-25,19:10:00,3,Male,63,Clothing,4,30,9.3,120
673,2023-07-06,18:16:00,4,Male,24,Electronics,1,50,22.5,50
674,2023-12-30,20:18:00,5,Male,54,Electronics,1,300,117,300
675,2023-10-19,19:52:00,2,Male,22,Electronics,1,50,26.5,50
676,2023-01-02,19:45:00,3,Female,56,Electronics,2,500,190,1000
677,2023-01-24,20:19:00,4,Male,63,Clothing,4,30,12.6,120
678,2023-08-17,22:38:00,5,Male,24,Electronics,1,50,20,50
679,2023-09-05,22:10:00,3,Male,30,Beauty,2,50,24,100
680,2023-09-10,17:53:00,3,Female,51,Electronics,1,30,13.5,30
681,2023-08-30,22:26:00,2,Male,56,Electronics,2,300,102,600
682,2023-01-18,22:05:00,2,Male,35,Electronics,2,30,13.2,60
683,2023-02-17,22:49:00,1,Male,49,Electronics,4,50,24,200
684,2023-08-12,20:38:00,2,Male,30,Beauty,2,50,17.5,100
685,2023-02-18,19:54:00,4,Female,51,Electronics,1,30,7.5,30
686,2023-02-09,19:45:00,3,Male,56,Electronics,2,300,159,600
687,2023-02-24,22:39:00,5,Male,35,Electronics,2,30,14.4,60
688,2023-05-13,21:31:00,1,Male,49,Electronics,4,50,22,200
689,2023-03-31,19:35:00,4,Male,60,Beauty,1,50,12.5,50
690,2023-11-27,21:01:00,3,Male,39,Beauty,2,300,111,600
691,2023-01-20,17:06:00,5,Male,31,Clothing,4,50,18.5,200
692,2023-12-25,20:05:00,3,Female,51,Electronics,4,30,12.6,120
693,2023-05-23,18:02:00,1,Male,40,Electronics,1,25,6.5,25
694,2023-03-02,19:32:00,4,Male,60,Beauty,1,50,26.5,50
695,2023-09-14,22:57:00,5,Male,39,Beauty,2,300,114,600
696,2023-01-30,22:10:00,1,Male,31,Clothing,4,50,21,200
697,2023-06-10,19:44:00,5,Female,51,Electronics,4,30,14.1,120
698,2023-07-07,21:49:00,4,Male,40,Electronics,1,25,8.75,25
699,2023-09-26,20:24:00,1,Female,22,Beauty,1,50,14.5,50
700,2023-06-01,20:08:00,3,Female,18,Electronics,1,500,165,500
701,2023-01-30,22:41:00,4,Female,48,Clothing,3,500,240,1500
702,2023-03-21,19:24:00,4,Male,18,Beauty,3,25,8.75,75
703,2023-11-06,20:59:00,4,Male,63,Electronics,3,25,7,75
704,2023-08-08,20:15:00,2,Male,62,Electronics,4,500,235,2000
705,2023-06-20,20:39:00,1,Female,22,Beauty,1,50,25.5,50
706,2023-10-14,20:15:00,1,Female,18,Electronics,1,500,130,500
707,2023-08-06,17:41:00,3,Female,48,Clothing,3,500,185,1500
708,2023-12-08,17:22:00,3,Male,18,Beauty,3,25,12.5,75
709,2023-02-03,22:48:00,5,Male,63,Electronics,3,25,7.75,75
710,2023-07-27,20:48:00,5,Male,62,Electronics,4,500,165,2000
711,2023-07-03,20:39:00,5,Male,18,Clothing,2,30,9.9,60
712,2023-05-10,19:40:00,1,Male,48,Beauty,4,25,9.75,100
713,2023-08-20,20:43:00,5,Male,40,Electronics,1,500,245,500
714,2023-08-11,22:04:00,2,Male,18,Clothing,2,30,10.8,60
715,2023-11-22,21:28:00,4,Male,48,Beauty,4,25,11.25,100
716,2023-09-20,17:54:00,3,Male,40,Electronics,1,500,200,500
717,2023-09-30,18:49:00,1,Male,54,Clothing,4,500,165,2000
718,2023-01-12,17:54:00,1,Male,54,Clothing,4,50,26,200
719,2023-12-19,17:41:00,3,Male,54,Clothing,4,500,195,2000
720,2023-12-21,19:58:00,5,Male,54,Clothing,4,50,13,200
721,2023-07-31,17:01:00,2,Female,40,Clothing,1,30,16.2,30
722,2023-05-18,20:03:00,3,Female,40,Clothing,1,30,12.6,30
723,2023-04-23,18:30:00,1,Male,64,Clothing,4,25,6.75,100
724,2023-07-22,18:19:00,3,Male,64,Clothing,4,25,7.5,100
725,2023-08-01,19:47:00,4,Female,62,Beauty,4,50,26.5,200
726,2023-09-30,21:20:00,1,Male,47,Electronics,2,300,153,600
727,2023-12-20,18:13:00,5,Female,62,Beauty,4,50,24,200
728,2023-06-28,17:06:00,4,Male,47,Electronics,2,300,102,600
729,2023-03-18,21:35:00,5,Male,31,Electronics,1,500,270,500
730,2023-06-28,20:21:00,2,Male,39,Electronics,2,30,9,60
731,2023-06-23,17:10:00,5,Female,52,Clothing,1,500,145,500
732,2023-09-04,21:59:00,3,Male,31,Electronics,1,500,235,500
733,2023-01-31,18:00:00,1,Male,39,Electronics,2,30,13.5,60
734,2023-01-21,22:42:00,3,Female,52,Clothing,1,500,215,500
735,2023-08-11,19:00:00,3,Female,40,Electronics,2,30,11.7,60
736,2023-02-28,18:26:00,3,Female,47,Beauty,3,500,185,1500
737,2023-06-11,18:28:00,2,Female,55,Electronics,4,30,15.6,120
738,2023-12-11,21:04:00,1,Female,40,Electronics,2,30,10.8,60
739,2023-04-07,20:53:00,1,Female,47,Beauty,3,500,245,1500
740,2023-12-02,22:15:00,1,Female,55,Electronics,4,30,10.2,120
741,2023-10-06,17:34:00,2,Male,54,Electronics,3,300,123,900
742,2023-03-13,20:07:00,3,Female,30,Electronics,4,500,270,2000
743,2023-03-12,21:33:00,4,Male,56,Clothing,2,500,175,1000
744,2023-03-22,22:09:00,4,Female,18,Beauty,1,30,14.4,30
745,2023-10-12,18:32:00,4,Female,32,Beauty,1,300,132,300
746,2023-01-29,18:21:00,4,Female,64,Beauty,1,30,12,30
747,2023-02-23,21:17:00,5,Female,48,Clothing,2,300,114,600
748,2023-07-25,20:04:00,3,Male,62,Electronics,4,50,24.5,200
749,2023-03-31,18:07:00,4,Female,38,Beauty,3,50,22,150
750,2023-05-25,18:13:00,2,Male,59,Electronics,4,500,220,2000
751,2023-07-03,17:38:00,2,Male,62,Clothing,1,50,13.5,50
752,2023-07-12,19:14:00,3,Male,54,Electronics,3,300,93,900
753,2023-10-13,17:24:00,1,Female,30,Electronics,4,500,170,2000
754,2023-11-26,18:36:00,2,Male,56,Clothing,2,500,145,1000
755,2023-04-05,18:24:00,5,Female,18,Beauty,1,30,7.8,30
756,2023-05-04,21:40:00,5,Female,32,Beauty,1,300,156,300
757,2023-07-15,19:49:00,3,Female,64,Beauty,1,30,9.9,30
758,2023-07-19,17:20:00,1,Female,48,Clothing,2,300,120,600
759,2023-11-24,20:27:00,1,Male,62,Electronics,4,50,26,200
760,2023-01-25,17:01:00,4,Female,38,Beauty,3,50,25.5,150
761,2023-05-22,17:44:00,5,Male,59,Electronics,4,500,230,2000
762,2023-12-07,18:49:00,2,Male,62,Clothing,1,50,25,50
763,2023-06-07,22:48:00,4,Male,40,Electronics,1,50,14.5,50
764,2023-07-18,18:05:00,3,Male,31,Electronics,4,500,150,2000
765,2023-12-26,18:58:00,4,Female,57,Clothing,2,500,165,1000
766,2023-06-27,22:23:00,5,Male,40,Electronics,1,50,17,50
767,2023-12-03,18:22:00,3,Male,31,Electronics,4,500,255,2000
768,2023-06-26,19:47:00,1,Female,57,Clothing,2,500,165,1000
769,2023-05-17,18:58:00,1,Female,46,Clothing,1,50,15,50
770,2023-05-29,18:56:00,4,Male,30,Electronics,1,500,265,500
771,2023-08-12,17:50:00,3,Female,46,Clothing,1,50,14,50
